Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18
Gene337	19	4	1	24	34	77	24	40	18	150	118	103	9	33	166	58	67	19
Gene338	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
Gene339	5	1	12	0	6	0	0	2	2	3	7	9	3	0	0	4	0	2
Gene340	7	8	10	5	10	35	13	2	2	14	29	10	47	67	12	40	87	24
Gene341	2	3	1	33	16	16	6	3	8	6	1	5	14	3	10	9	18	1
Gene342	855	508	47	234	517	1003	665	662	227	1166	568	498	40	515	547	834	873	320
Gene343	31	27	56	15	0	14	30	24	18	23	18	34	5	18	2	11	23	15
Gene344	238	333	151	251	221	2114	37	100	218	1453	3724	3622	2232	2202	1654	1435	220	187
Gene345	0	1	4	0	1	0	0	2	1	7	1	0	0	4	0	10	0	0
Gene346	18	98	114	150	194	348	174	75	87	162	8	254	314	69	379	339	185	166
Gene347	65	43	4	35	58	87	27	23	65	77	197	143	11	84	89	87	90	17
Gene348	31	22	39	13	5	56	18	50	43	35	38	16	84	75	3	21	41	29
Gene349	156	204	137	173	277	33	1	172	258	27	37	43	30	63	54	7	1	73
Gene350	9	37	13	37	14	65	33	9	3	26	70	76	60	60	65	52	48	31
Gene351	5	45	31	86	73	40	29	70	78	14	9	31	61	42	15	39	10	54
Gene352	97	16	2	31	13	140	48	56	67	106	82	87	5	91	102	130	43	87
Gene353	3	1	13	7	0	5	0	19	0	5	5	0	0	9	0	4	3	5
Gene354	13	4	8	7	10	2	1	2	3	6	1	3	1	4	7	9	0	5
Gene355	0	0	0	4	6	14	9	2	0	3	2	1	0	2	0	10	3	0
Gene356	0	1	1	3	3	25	12	0	0	5	0	1	0	8	6	6	8	24
Gene357	11	7	3	3	5	2	6	6	3	5	7	8	0	2	12	10	4	0
Gene358	20	34	35	19	4	6	28	64	64	12	7	6	15	5	0	5	9	11
Gene359	9	9	13	2	17	1	1	0	31	8	3	14	9	1	0	5	0	1
Gene360	5	8	15	1	1	7	4	12	0	1	2	13	0	6	5	2	1	7
Gene361	1	1	8	2	3	0	3	2	0	1	0	0	0	1	0	0	1	0
Gene362	5	0	0	0	0	1	4	0	6	9	19	0	0	6	2	4	0	0
Gene363	8	12	10	0	0	4	1	6	6	2	6	8	7	0	0	2	0	15
Gene364	5	17	6	0	8	3	0	11	6	3	10	4	4	14	14	3	0	4
Gene365	32	13	14	31	11	22	19	37	2	1	12	7	18	8	11	8	12	33
Gene366	0	23	24	10	36	44	29	55	24	27	4	30	31	42	32	38	24	38
Gene367	2	6	0	13	4	1	12	0	4	0	1	0	0	1	0	1	0	5
Gene368	28	7	75	47	4	10	45	45	50	120	61	153	180	38	2	31	96	33
Gene369	0	1	0	1	4	13	0	3	5	35	8	20	3	14	4	37	2	3
Gene370	46	25	24	6	22	10	12	23	2	17	19	8	7	23	38	23	12	11
Gene371	1	6	0	0	0	2	0	0	0	0	0	11	0	0	0	1	0	0
Gene372	94	86	12	76	126	166	152	100	142	182	89	129	23	134	176	169	332	179
Gene373	13	8	7	18	3	13	6	21	19	11	12	8	3	1	1	11	9	13
Gene374	14	22	4	9	4	9	0	8	3	4	1	5	1	3	2	2	1	8
Gene375	7	10	16	33	35	28	40	20	6	17	13	58	18	90	16	27	49	23
Gene376	0	0	2	2	15	14	5	6	4	53	0	39	29	31	3	1	14	12
Gene377	11	8	4	20	23	45	24	30	19	34	64	9	4	27	25	38	36	35
Gene378	11	6	11	1	0	28	11	63	4	0	4	7	2	6	1	6	2	12
Gene379	0	9	2	9	1	14	1	0	10	2	8	7	9	0	4	5	1	9
Gene380	12	3	8	21	26	10	12	12	1	13	35	41	2	7	22	26	12	33
Gene381	1	22	11	3	18	16	1	4	8	3	0	4	33	13	8	34	8	16
Gene382	4	5	4	3	18	56	7	5	10	50	23	26	7	38	66	89	87	10
Gene383	18	22	29	8	0	11	32	45	13	16	5	60	27	16	2	38	5	34
Gene384	21	16	19	12	15	51	6	45	23	30	98	66	59	51	119	82	10	26
Gene385	0	0	0	0	0	0	4	1	0	0	0	0	3	19	0	0	2	5
Gene386	1	3	8	5	3	11	6	6	24	25	0	14	2	18	5	21	6	7
Gene387	22	7	0	34	10	21	49	26	11	50	40	11	2	35	30	21	31	17
Gene388	4	33	20	15	2	1	13	13	39	1	0	2	3	1	0	1	7	4
Gene389	32	23	22	27	80	14	3	28	29	3	18	32	15	41	92	8	0	30
Gene390	255	369	355	519	193	199	422	128	29	97	212	365	91	232	223	268	356	238
Gene391	0	3	2	10	0	0	2	2	2	1	0	0	5	0	0	0	3	0
Gene392	22	18	4	33	28	12	83	34	51	16	13	7	1	8	16	11	14	42
Gene393	72	145	74	96	2	38	91	109	97	65	18	69	86	16	11	35	33	112
Gene394	15	14	7	7	26	10	0	0	5	7	5	4	29	19	21	0	0	19
Gene395	9	2	4	15	1	2	13	13	2	4	1	0	0	0	4	1	0	10
Gene396	1	4	0	12	5	1	2	14	5	1	0	0	0	1	0	0	0	20
Gene397	10	15	1	10	5	34	21	28	22	8	49	23	0	8	47	39	15	11
Gene398	0	6	0	5	0	0	11	0	4	0	0	0	0	0	0	4	1	1
Gene399	1	0	0	1	6	0	0	1	0	0	1	1	0	0	8	0	0	0
Gene400	11	0	28	20	0	2	9	30	0	0	1	2	1	2	3	3	2	25
Gene401	0	0	1	2	0	0	1	0	0	0	0	0	2	1	0	0	0	0
Gene402	210	72	16	135	383	268	212	183	173	254	187	108	21	104	305	250	282	131
Gene403	10	12	7	13	0	6	8	12	9	21	14	33	15	8	0	7	5	12
Gene404	45	18	15	14	22	17	5	30	28	11	22	11	31	43	41	29	1	39
Gene405	69	43	32	54	65	160	109	51	3	94	167	382	561	364	79	157	172	111
Gene406	1	15	93	37	48	73	47	31	53	22	6	37	114	101	55	55	67	38
Gene407	52	45	2	14	33	35	82	48	46	15	22	23	3	18	46	19	48	20
Gene408	4	8	6	12	3	1	10	10	8	3	3	2	5	1	0	2	0	0
Gene409	11	5	2	1	12	4	3	1	15	35	21	6	11	6	7	5	0	8
Gene410	198	130	206	170	170	67	203	137	8	130	96	241	203	106	139	187	96	170
Gene411	10	97	71	47	64	78	187	101	90	23	2	49	149	192	170	95	62	124
Gene412	0	2	0	2	5	6	10	23	2	5	2	1	0	2	0	0	1	2
Gene413	3	10	8	13	1	1	23	1	14	13	13	21	10	6	1	9	15	2
Gene414	7	16	15	33	17	5	0	26	16	2	7	0	4	1	7	1	0	26
Gene415	9	4	0	4	9	20	2	13	1	1	6	34	39	3	10	5	12	4
Gene416	10	33	81	109	52	114	98	62	63	23	5	47	41	46	96	44	49	34
Gene417	11	17	3	57	30	67	24	51	22	109	117	93	8	166	69	73	97	16
Gene418	2	6	10	3	2	1	1	9	2	3	8	2	4	2	0	1	0	0
Gene419	26	54	26	33	24	5	1	10	11	10	8	7	3	1	14	5	0	32
Gene420	20	16	6	18	17	3	0	7	3	6	9	8	5	13	4	8	17	5
Gene421	30	377	485	107	310	344	247	401	279	171	14	102	328	263	267	350	192	271
Gene422	2	4	0	0	1	1	0	7	0	1	3	0	0	8	3	3	1	5
Gene423	54	43	67	45	9	2318	63	84	67	1772	738	1713	1378	909	125	581	1532	90
Gene424	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
Gene425	37	15	85	63	31	8	20	21	1	11	19	37	22	26	14	85	13	8
Gene426	0	5	9	18	4	21	5	42	28	2	0	7	23	2	12	2	1	15
Gene427	0	2	0	2	5	13	1	0	11	1	3	1	0	13	3	0	43	5
Gene428	1	18	5	5	1	3	7	14	7	0	3	6	4	0	0	4	1	6
Gene429	0	4	2	9	0	6	1	9	17	1	2	2	3	0	2	4	0	0
Gene430	13	2	48	8	10	13	9	1	0	21	3	12	43	20	3	19	64	2
Gene431	1	5	1	3	22	9	7	1	6	4	0	2	28	8	36	9	15	20
Gene432	37	29	2	16	59	12	56	29	35	13	24	25	0	12	16	16	15	43
Gene433	5	3	16	0	0	8	2	6	16	6	1	4	4	0	0	0	3	9
Gene434	577	259	359	544	202	134	27	321	410	222	142	62	182	101	98	125	11	180
Gene435	27	41	15	61	25	71	67	22	2	29	160	83	50	124	71	138	96	31
Gene436	0	20	6	5	4	0	6	1	3	4	3	2	0	1	4	1	3	6
Gene437	3	9	3	11	13	10	21	3	7	10	6	17	0	1	4	5	5	22
Gene438	0	0	1	3	0	15	0	1	2	0	24	7	106	1	0	6	3	0
Gene439	25	27	11	3	17	16	1	6	11	21	7	6	9	11	2	11	1	5
Gene440	1	0	6	2	0	0	3	0	2	2	0	0	5	0	0	1	1	0
Gene441	2	7	0	3	13	4	0	4	6	1	1	0	3	6	0	0	1	29
Gene442	5	0	0	2	3	0	0	0	0	24	0	0	0	12	6	0	1	2
Gene443	31	62	21	14	1	13	40	42	10	12	12	9	44	28	2	16	16	19
Gene444	26	41	74	75	59	22	2	43	51	11	14	8	42	34	17	25	0	26
Gene445	91	82	182	84	40	101	117	61	7	317	360	253	332	359	325	684	374	146
Gene446	23	73	257	229	254	131	199	394	391	81	14	64	100	37	62	77	59	208
Gene447	0	0	0	0	8	0	0	0	0	0	3	0	0	3	1	0	0	1
Gene448	1	4	0	1	0	0	0	2	0	2	3	2	1	1	0	0	0	0
Gene449	71	83	80	87	84	17	4	49	40	13	21	16	10	13	23	15	1	47
Gene450	2	5	21	6	5	11	6	10	1	29	7	29	89	72	53	63	36	12
Gene451	0	1	7	0	0	0	0	1	2	0	0	2	11	0	8	12	0	0
Gene452	42	5	2	5	28	14	24	22	22	27	22	26	1	23	9	14	5	13
Gene453	18	21	91	13	0	39	9	54	34	10	29	22	49	12	3	18	38	22
Gene454	38	63	11	105	45	10	5	74	41	12	7	21	9	7	6	16	2	21
Gene455	19	10	23	5	8	46	9	17	0	19	19	20	24	59	33	8	22	33
Gene456	2	24	10	29	22	19	26	14	39	19	3	8	19	14	3	10	17	33
Gene457	27	35	4	27	18	6	32	57	36	34	13	14	3	12	20	23	19	90
Gene458	24	38	73	18	1	46	55	49	50	63	32	80	48	97	0	29	30	23
Gene459	71	66	30	34	27	188	6	41	50	566	885	492	649	469	298	212	57	42
Gene460	25	63	74	51	20	8	42	28	8	12	18	28	27	12	13	30	16	107
Gene461	2	36	48	68	41	6	25	56	30	7	1	3	16	17	2	8	7	73
Gene462	329	117	8	141	220	62	219	168	102	73	64	16	8	43	46	48	62	161
Gene463	21	98	148	44	4	409	123	99	44	310	86	275	513	189	34	217	378	53
Gene464	86	39	35	45	30	32	6	26	9	56	50	58	20	27	26	23	1	27
Gene465	41	55	96	49	36	128	27	9	5	214	268	390	221	213	166	533	248	16
Gene466	20	138	466	365	439	1211	207	300	279	741	55	234	777	770	999	544	790	346
Gene467	74	6	1	38	43	6	58	78	33	6	2	5	0	4	7	3	11	20
Gene468	10	24	37	21	2	15	5	34	24	5	6	20	7	23	0	5	22	55
Gene469	28	23	25	15	21	25	4	14	7	15	65	15	14	58	47	24	0	8
Gene470	0	0	0	1	0	0	2	0	0	3	2	0	1	0	0	0	0	0
Gene471	0	1	23	20	15	56	10	16	15	25	0	4	18	13	21	7	10	26
Gene472	0	4	1	9	0	0	8	5	0	8	3	0	0	0	0	2	2	9
Gene473	18	17	16	18	0	24	24	11	2	8	10	16	29	30	1	23	58	10
Gene474	14	6	7	15	19	2	1	5	20	3	1	2	3	1	5	4	0	8
Gene475	78	108	175	93	35	275	114	119	5	140	676	586	624	385	348	319	663	126
Gene476	0	14	12	17	11	73	1	43	10	16	0	41	53	54	39	14	124	10
Gene477	9	40	2	7	26	22	10	67	25	38	7	3	2	12	8	8	8	12
Gene478	71	170	336	338	55	122	355	169	262	150	159	176	190	163	15	108	156	94
Gene479	17	20	2	15	49	8	8	23	13	11	10	8	5	3	7	10	2	18
Gene480	2	16	8	8	5	0	4	3	0	24	7	0	6	25	15	14	22	1
Gene481	1	0	4	9	4	1	0	8	6	0	0	15	2	10	0	5	17	6
Gene482	21	2	1	8	2	3	5	15	4	2	0	0	0	2	2	0	2	8
Gene483	2	9	5	1	0	8	10	3	11	3	0	4	0	1	0	8	0	2
Gene484	5	5	3	0	14	0	1	3	7	25	0	35	3	51	29	14	2	7
Gene485	17	9	12	14	41	0	32	8	1	0	2	0	5	0	2	3	2	10
Gene486	2	98	117	74	81	12	41	80	37	8	3	26	41	32	43	21	38	110
Gene487	1	0	0	1	2	0	0	1	1	6	0	2	1	0	0	1	0	1
Gene488	109	61	88	42	5	134	109	75	68	83	64	69	245	95	12	64	129	59
Gene489	1	12	2	6	2	14	3	6	0	4	10	4	4	11	5	2	1	5
Gene490	12	19	9	19	4	0	10	3	0	26	20	9	35	9	6	12	5	2
Gene491	0	5	16	11	16	30	5	6	5	21	0	3	49	41	35	39	7	10
Gene492	21	6	0	5	22	9	28	13	7	4	19	10	0	6	18	3	17	12
Gene493	7	13	8	18	1	18	7	33	25	1	3	13	5	10	1	15	4	8
Gene494	0	0	5	3	11	1	0	5	2	11	0	3	0	1	5	4	0	0
Gene495	47	26	31	59	24	111	29	34	1	124	67	98	191	163	217	184	165	68
Gene496	0	2	9	18	3	7	3	16	25	21	1	17	4	21	11	16	20	5
Gene497	21	3	0	1	2	22	7	10	6	16	22	18	0	11	11	5	0	9
Gene498	11	23	40	25	6	12	23	49	7	11	8	35	28	3	0	9	15	7
Gene499	165	105	173	143	199	72	11	88	141	112	97	136	74	149	193	83	4	118
Gene500	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gene501	2	40	58	16	34	18	56	71	84	11	7	11	45	57	46	28	12	40
Gene502	70	102	12	109	236	94	132	165	72	151	126	31	7	98	59	155	242	139
Gene503	77	36	23	32	4	44	18	52	36	56	33	33	18	43	7	48	64	41
Gene504	14	8	0	18	11	0	0	0	13	0	0	0	1	0	0	1	0	0
Gene505	2	9	3	8	2	11	2	1	3	10	11	69	50	57	10	17	4	5
Gene506	4	24	61	73	47	81	78	36	47	84	6	79	81	103	134	64	78	49
Gene507	10	1	2	11	28	21	30	11	11	19	10	32	4	10	8	7	65	7
Gene508	10	0	7	0	0	8	2	15	6	10	18	30	1	11	0	7	15	4
Gene509	124	100	62	51	79	25	6	47	122	23	49	38	21	54	40	23	2	54
Gene510	21	76	13	14	8	4	32	17	2	2	3	4	1	4	5	5	7	33
Gene511	0	0	0	1	0	5	2	0	1	0	0	0	1	0	3	7	0	0
Gene512	52	43	4	119	78	37	46	35	60	20	47	11	4	27	38	33	48	71
Gene513	34	12	47	6	3	66	22	2	10	30	37	22	23	50	7	32	47	9
Gene514	25	26	13	28	11	135	0	8	22	38	357	208	276	76	53	30	42	12
Gene515	207	178	300	164	113	282	149	55	20	134	288	480	210	259	154	339	335	173
Gene516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1
Gene517	36	31	3	44	96	30	100	36	26	3	10	5	0	8	9	21	12	55
Gene518	66	70	43	37	7	79	56	92	62	63	172	128	163	60	14	69	88	58
Gene519	1	0	0	2	2	0	1	3	2	0	0	5	1	0	5	0	0	8
Gene520	10	42	36	4	25	1	23	8	1	9	6	3	2	6	6	3	2	12
Gene521	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gene522	9	18	0	5	8	2	11	7	0	2	0	1	0	0	0	1	1	7
Gene523	26	23	9	17	9	17	47	48	30	4	15	8	28	6	0	3	2	8
Gene524	67	37	8	48	44	17	7	25	11	58	24	63	23	35	39	44	14	35
Gene525	24	9	0	1	5	2	53	5	0	3	13	12	1	4	4	0	2	16
Gene526	3	62	41	37	11	7	19	93	48	0	1	3	6	2	6	3	4	68
Gene527	25	1	0	5	15	7	21	5	9	27	176	118	6	52	146	58	28	4
Gene528	11	4	9	6	2	40	5	24	7	33	21	9	21	16	2	10	32	13
Gene529	18	32	18	46	51	5	4	11	76	17	55	58	45	40	18	33	4	10
Gene530	13	39	17	20	8	7	2	1	0	18	42	30	23	26	27	23	17	11
Gene531	0	23	26	21	10	39	18	26	35	93	6	28	49	116	95	31	90	19
Gene532	174	118	35	135	196	185	411	334	182	259	207	109	20	118	124	129	234	205
Gene533	1	2	5	3	0	4	5	12	1	0	0	0	2	0	0	0	5	0
Gene534	16	13	1	18	8	4	2	10	31	4	13	2	10	12	24	3	0	9
Gene535	19	15	34	36	17	30	23	34	2	18	25	62	126	12	42	5	30	43
Gene536	1	1	11	8	14	7	8	0	3	9	0	3	2	6	38	9	15	8
Gene537	22	22	1	15	3	2	3	9	3	9	0	7	1	1	3	4	2	11
Gene538	175	124	143	170	20	21	193	154	128	62	48	46	43	29	3	18	86	80
Gene539	31	72	22	54	101	58	2	42	77	135	153	151	41	100	179	65	6	21
Gene540	12	37	11	17	8	7	24	3	1	14	4	12	3	11	15	8	6	19
Gene541	0	6	2	0	4	124	0	0	0	50	7	6	77	31	126	26	72	1
Gene542	39	38	4	59	69	54	56	20	41	136	143	119	7	129	210	94	66	88
Gene543	0	7	8	2	1	23	3	7	6	14	5	10	61	28	7	9	9	9
Gene544	55	48	47	72	45	51	3	52	19	93	86	50	22	104	36	31	9	27
Gene545	94	38	59	38	36	21	78	28	5	66	84	68	54	36	30	53	36	93
Gene546	11	90	52	65	68	11	72	106	191	28	1	17	17	24	21	12	13	168
Gene547	14	11	1	10	35	23	10	18	16	11	23	21	1	40	66	35	46	15
Gene548	80	69	105	139	14	80	128	97	60	181	111	42	52	33	14	94	268	85
Gene549	16	63	24	33	23	37	2	15	36	105	46	45	76	66	48	23	4	19
Gene550	71	38	35	84	38	144	61	58	2	41	105	133	116	103	38	103	142	36
Gene551	8	38	45	37	53	10	43	77	44	81	7	58	49	87	76	59	42	55
Gene552	7	7	1	11	9	45	11	7	3	11	39	90	5	31	14	10	5	4
Gene553	7	1	5	11	0	8	8	4	24	1	5	6	3	9	0	14	8	5
Gene554	4	15	1	36	28	2	4	7	18	32	26	48	17	12	10	12	0	14
Gene555	0	1	0	5	0	5	5	0	0	6	0	0	0	0	17	6	0	0
Gene556	1	7	3	3	11	67	2	3	16	18	1	5	35	8	37	22	6	16
Gene557	51	44	13	30	70	117	90	40	38	178	82	41	4	155	106	63	98	81
Gene558	18	21	26	16	5	39	42	40	48	58	27	93	46	28	1	42	22	9
Gene559	0	1	2	1	0	1	0	1	0	0	0	3	1	0	0	0	0	1
Gene560	10	17	22	11	8	2	31	14	7	3	23	16	10	7	7	8	9	38
Gene561	0	2	14	0	1	3	0	1	3	1	1	0	3	4	0	1	0	0
Gene562	16	2	0	0	5	10	1	27	1	9	20	3	0	14	14	1	12	8
Gene563	11	22	51	25	4	56	50	42	36	75	25	55	76	78	9	68	62	52
Gene564	32	13	15	16	24	7	2	8	35	10	7	21	22	4	8	1	0	11
Gene565	7	10	30	11	10	2	4	5	2	7	0	4	9	3	3	0	16	21
Gene566	2	9	42	31	62	9	22	19	38	19	2	19	15	7	11	11	10	33
Gene567	31	2	1	15	46	40	5	7	7	29	14	39	4	18	6	25	46	25
Gene568	14	73	21	13	3	41	90	41	57	39	35	23	67	33	7	23	47	57
Gene569	3	10	3	45	6	7	1	15	12	3	0	51	6	21	7	7	4	1
Gene570	443	1056	221	322	610	975	451	368	35	567	998	936	867	587	1199	982	1040	583
Gene571	2	12	6	3	0	50	22	2	6	2	1	6	5	4	4	1	1	17
Gene572	2	1	1	6	1	9	12	20	2	8	6	3	2	13	2	7	25	1
Gene573	4	8	1	12	0	8	0	2	34	0	3	2	12	2	0	0	3	5
Gene574	2	2	6	7	10	59	2	0	5	45	5	31	48	55	141	37	4	6
Gene575	58	31	45	30	31	3	11	53	9	4	2	4	7	4	0	7	9	44
Gene576	0	0	2	0	0	0	0	6	0	1	0	1	0	0	0	12	0	1
Gene577	3	13	3	1	12	23	10	10	1	32	9	6	9	30	29	37	92	8
Gene578	7	30	37	9	4	172	53	32	29	70	43	78	164	62	9	159	64	18
Gene579	3	10	6	2	18	3	1	10	1	2	22	11	25	2	4	5	0	19
Gene580	6	3	7	6	3	0	11	4	0	1	2	3	12	8	3	6	6	9
Gene581	0	3	3	0	5	0	0	0	5	0	0	0	4	1	0	2	4	1
Gene582	19	30	3	14	14	13	18	12	41	29	76	38	3	21	41	10	16	27
Gene583	47	78	57	64	2	69	72	51	47	28	12	24	24	34	7	44	49	59
Gene584	187	214	88	185	125	470	10	132	171	1290	370	754	282	740	646	634	81	110
Gene585	2	14	6	10	3	10	17	15	1	11	22	6	11	3	4	11	4	7
Gene586	7	34	64	91	10	41	70	41	64	59	6	71	15	38	23	63	76	52
Gene587	11	7	1	7	1	6	17	1	3	3	18	6	1	0	8	6	1	6
Gene588	259	198	195	162	18	69	488	157	141	121	73	205	115	46	9	73	159	92
Gene589	26	21	2	30	1	0	7	0	13	7	2	2	2	1	10	0	1	33
Gene590	0	14	0	11	4	0	0	0	1	0	0	27	15	16	0	2	3	1
Gene591	2	0	0	2	0	0	1	3	3	0	1	1	0	0	3	0	2	5
Gene592	0	0	0	2	3	7	10	6	0	0	0	5	0	5	0	1	0	7
Gene593	9	2	2	19	2	32	10	41	20	25	39	26	60	13	3	15	34	13
Gene594	5	13	46	18	29	81	13	33	28	58	233	230	130	207	112	90	18	17
Gene595	318	103	572	469	346	723	243	163	31	822	1988	1480	1583	2380	751	1580	1536	294
Gene596	3	41	46	29	57	77	41	34	70	23	5	21	25	30	22	55	39	70
Gene597	1	2	0	0	0	1	0	0	0	0	0	5	0	0	0	4	0	0
Gene598	21	20	28	8	1	49	22	45	5	34	51	207	95	92	11	59	27	7
Gene599	7	11	12	8	5	1	0	7	1	11	6	10	9	2	21	3	1	4
Gene600	33	28	7	17	26	5	6	3	1	4	6	1	1	2	2	1	0	11
Gene601	0	10	18	26	22	18	15	66	13	9	1	2	15	21	8	22	9	11
Gene602	8	1	0	12	8	27	6	10	7	13	19	1	1	17	16	21	17	6
Gene603	3	2	24	8	0	1	1	12	2	0	3	8	1	0	1	1	5	2
Gene604	38	25	34	67	46	24	1	16	38	21	10	29	26	16	17	14	2	8
Gene605	0	0	4	7	2	1	10	11	1	0	1	8	6	5	0	6	3	1
Gene606	0	1	5	11	1	22	2	2	15	4	3	14	0	0	34	4	3	3
Gene607	3	0	0	1	5	0	3	6	1	5	9	0	0	1	0	0	0	1
Gene608	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1
Gene609	14	1	16	9	9	37	1	8	17	44	67	139	8	209	200	64	4	21
Gene610	9	49	13	21	2	65	12	6	4	51	43	82	17	68	76	174	68	4
Gene611	0	0	0	2	0	6	4	4	9	0	1	11	1	31	13	1	12	8
Gene612	17	3	1	11	15	3	11	7	6	4	6	5	2	2	17	15	13	19
Gene613	119	252	147	188	34	963	180	327	100	771	598	934	1034	1139	104	827	1291	99
Gene614	5	0	0	28	0	2	0	0	0	12	26	5	4	19	39	19	0	0
Gene615	204	194	143	115	234	320	388	192	19	287	186	455	307	233	443	344	504	320
Gene616	0	1	0	16	4	324	6	8	2	20	6	0	61	34	60	58	125	2
Gene617	11	4	0	2	20	13	41	6	14	16	7	5	1	4	6	8	10	13
Gene618	2	8	0	5	1	2	6	3	0	5	0	11	5	2	0	0	11	4
Gene619	73	44	54	68	48	32	6	43	60	79	112	15	24	90	72	15	2	47
Gene620	12	15	13	16	8	3	9	7	1	5	6	3	5	10	7	15	9	29
Gene621	4	3	37	0	10	5	1	4	1	2	0	14	4	0	24	7	1	11
Gene622	10	3	0	1	9	9	6	13	0	1	1	0	0	4	10	8	2	14
Gene623	2	33	6	10	1	7	7	8	14	10	9	32	23	4	1	11	27	6
Gene624	57	30	16	50	17	13	1	9	26	13	23	9	5	14	7	17	3	52
Gene625	2	6	5	2	2	2	4	9	6	7	3	2	11	3	4	26	11	8
Gene626	2	27	28	14	20	12	13	20	34	30	1	20	41	79	36	98	11	40
Gene627	5	0	0	2	0	0	0	3	0	0	15	0	0	2	2	1	0	1
Gene628	6	10	1	2	1	64	13	6	1	56	52	152	21	19	7	33	105	1
Gene629	2	11	8	17	6	7	3	13	18	0	17	10	15	10	8	4	4	31
Gene630	22	8	21	5	9	20	18	6	1	8	19	37	21	4	9	6	31	4
Gene631	3	47	68	50	20	19	87	25	57	13	3	30	38	23	43	15	49	46
Gene632	0	0	0	0	0	1	13	1	19	1	19	5	0	1	2	0	4	1
Gene633	2	0	0	4	0	8	1	0	1	0	0	0	10	1	0	0	3	0
Gene634	29	7	35	5	11	23	4	15	20	16	42	9	25	56	51	29	1	25
Gene635	4	8	4	6	5	0	4	4	0	5	0	2	3	1	0	5	0	6
Gene636	3	17	55	52	27	117	75	20	79	56	5	59	136	105	95	99	101	27
Gene637	24	20	2	6	1	26	10	11	5	7	14	6	0	3	16	53	18	13
Gene638	0	5	0	6	0	1	3	15	0	0	0	0	3	0	0	0	0	2
Gene639	7	0	15	5	13	1	0	3	8	37	21	1	57	25	6	26	3	3
Gene640	8	0	7	10	8	3	0	16	2	4	0	4	1	2	0	0	2	1
Gene641	12	25	110	169	156	152	107	118	74	27	2	48	96	137	240	91	28	147
Gene642	16	38	4	9	37	6	13	22	4	9	19	4	2	7	15	5	39	30
Gene643	0	0	4	0	0	0	22	2	2	1	8	0	1	1	0	2	7	0
Gene644	13	10	9	7	12	4	5	6	15	15	20	23	10	11	0	0	0	8
Gene645	374	311	208	196	350	333	498	302	11	370	289	551	319	515	289	290	322	221
Gene646	0	0	1	2	0	3	0	0	10	27	0	23	2	5	207	22	6	0
Gene647	41	38	0	27	53	118	18	36	34	59	46	58	4	56	53	107	97	56
Gene648	14	40	56	28	1	16	28	23	48	13	14	20	21	1	2	13	5	14
Gene649	2	30	3	2	4	4	1	12	3	1	5	3	2	9	1	5	0	3
Gene650	4	6	0	0	4	0	4	4	1	0	0	4	3	11	9	2	5	12
Gene651	0	15	4	10	30	20	9	11	2	45	7	44	66	15	57	71	16	12
Gene652	182	74	22	126	151	562	110	197	85	454	539	297	101	287	946	591	283	151
Gene653	1	5	0	1	0	2	6	0	0	0	1	1	0	1	0	0	2	0
Gene654	27	1	0	8	9	0	0	10	2	22	9	9	7	57	5	3	3	1
Gene655	58	56	93	106	35	18	34	62	3	9	45	17	26	35	57	54	51	49
Gene656	0	9	8	5	9	210	34	21	24	79	12	108	170	138	75	34	122	13
Gene657	36	57	14	56	141	37	85	57	38	17	10	15	5	30	25	19	7	59
Gene658	26	18	6	2	1	22	20	5	19	31	27	23	24	20	0	19	6	11
Gene659	18	16	15	11	17	8	1	14	30	5	7	9	3	11	5	12	0	14
Gene660	0	21	7	0	12	0	5	10	0	4	3	2	5	0	1	0	5	14
Gene661	9	81	200	86	215	118	84	164	132	180	28	160	170	218	134	270	222	217
Gene662	10	26	1	10	14	20	9	17	2	32	20	45	1	26	39	19	39	31
Gene663	81	80	52	63	10	21	60	111	67	11	21	21	12	16	0	29	44	30
Gene664	0	0	0	4	11	2	0	2	0	2	45	4	0	0	28	9	0	0
Gene665	1	1	32	4	3	18	6	6	0	16	30	9	23	8	7	11	34	12
Gene666	0	3	3	0	1	4	1	0	0	6	0	0	0	0	0	8	0	2
Gene667	3	2	3	0	9	6	3	0	5	0	0	0	0	1	1	0	0	0
Gene668	5	7	7	4	0	7	5	2	20	49	11	28	33	36	0	11	30	8
Gene669	55	41	30	32	39	11	3	31	72	17	31	2	11	6	4	20	4	18
Gene670	56	33	37	13	31	22	27	47	5	41	27	8	30	18	29	35	16	38
Gene671	0	3	9	2	2	0	0	5	9	1	0	2	1	11	15	0	2	1
Gene672	3	10	1	0	8	0	10	12	2	0	0	0	0	0	7	0	0	0
Gene673	62	54	98	174	5	222	64	85	93	126	96	81	153	172	12	102	113	58
Gene674	140	81	127	197	92	332	5	181	129	494	339	418	291	428	359	335	32	72
